country,region,period.num,period,industry,site,unit,site.unit,BP.cal.median,C14.mean,C14.SD,C14.CV,calib.curve,sample.id,delta.C13,sample.type,method&ID,latitude,longitude,east.cord,north.coord,material,species,life.span,domestic,citation.short,citation,source,comments,dataset
Spain,Granada,4,Holocene,NA,Panoria,"tumba 8, funerary chamber (phase 1)","Panoria tumba 8, funerary chamber (phase 1)",NA,3959,26,0.00656731497852993,intcal20,ETH71313,-20,Singular,NA,37.36833,-3.29472,NA,NA,Hueso,Humano,Corta,NA,Aranda et al. 2017,"Aranda Jiménez, Gonzalo, Águeda Lozano Medina, Margarita Sánchez Romero, Marta Díaz-Zorita Bonilla, & Hervé Bocherens ( 2017) Chronology of Megalithic Funerary Practices in Southeastern Iberia: The Necropolis of Panoria (Granada, Spain). Radiocarbon [0033-8222] doi: 10.1017/RDC.2017.96.",NA,NA,Cortell2022
Spain,Murcia,4,Holocene,NA,La Bastida,NA,La Bastida,NA,3730,26,0.00697050938337802,intcal20,KIA3730,NA,NA,NA,37.75977,-1.55688,NA,NA,Carbon,vegetales,Larga,Si,NA,NA,NA,NA,Cortell2022
Spain,Alacant,4,Holocene,NA,El Tabayá,NA,El Tabayá,NA,3557,26,0.00730953050323306,intcal20,KIA38217,NA,Singular,NA,38.33166,-0.72278,NA,NA,Hueso,Humano,Corta,NA,NA,NA,NA,NA,Cortell2022
Spain,Murcia,4,Holocene,NA,La Bastida,NA,La Bastida,NA,3354,26,0.00775193798449612,intcal20,KIA39261,NA,NA,NA,37.75977,-1.55688,NA,NA,Hueso,Humano,Corta,NA,Lull et al. 2013,"Lull, Vicente, Rafael Micó, Cristina Rihuete Herrada, & Roberto Risch (2013) Political Collapse & Social Change at the End of El Argar. En 1600 - Kultureller Umbruch Im Schatten Des Thera-Ausbruchs? 4. Mitteldeutscher Archäologentag Vom 14. Bis 16. Oktober 2011 in Halle (Saale). Harald Meller, François Bertemes, Hans-Rudolf Bork & Roberto Risch, eds. Pp. 283-302. Tagungen des Landesmuseums für Vorgeshichte Halle, 9. Halle: Landesamt für Denkmalpflrge und Archäologie Sachsen-Anhalt",NA,misma muestra que KIA-50636,Cortell2022
Spain,Murcia,4,Holocene,NA,La Bastida,NA,La Bastida,NA,3353,26,0.00775424992543991,intcal20,KIA40101(2009),NA,Agregado,NA,37.75977,-1.55688,NA,NA,Semilla/fruto,Cereal,Corta,NA,Lull et al. 2013,"Lull, Vicente, Rafael Micó, Cristina Rihuete Herrada, & Roberto Risch (2013) Political Collapse & Social Change at the End of El Argar. En 1600 - Kultureller Umbruch Im Schatten Des Thera-Ausbruchs? 4. Mitteldeutscher Archäologentag Vom 14. Bis 16. Oktober 2011 in Halle (Saale). Harald Meller, François Bertemes, Hans-Rudolf Bork & Roberto Risch, eds. Pp. 283-302. Tagungen des Landesmuseums für Vorgeshichte Halle, 9. Halle: Landesamt für Denkmalpflrge und Archäologie Sachsen-Anhalt",NA,misma muestra que KIA-40101(2014),Cortell2022
Spain,Murcia,4,Holocene,NA,La Bastida,NA,La Bastida,NA,3542,26,0.00734048560135517,intcal20,KIA40753R,NA,Singular,NA,37.75977,-1.55688,NA,NA,Hueso,Humano,Corta,NA,Meadows et al. 2015,"Meadows, John, Matthias Hüls, & Ralph Schneider ( 2015 ) Accuracy and Reproducibility of 14C Measurements at the Leibniz-Labor (Kiel): A First Response to Lull et al., ""When 14C Dates Fall Beyond the Limits of Uncertainty: An Assessment of Anomalies in Western Mediterranean Bronze Age 14C Series."" Radiocarbon [0033-8222] 57(5):1041-1047",NA,NA,Cortell2022
Spain,Murcia,4,Holocene,NA,La Bastida,NA,La Bastida,NA,3478,26,0.00747556066705003,intcal20,KIA50635,NA,Singular,NA,37.75977,-1.55688,NA,NA,Hueso,Humano,Corta,NA,Meadows et al. 2015,"Meadows, John, Matthias Hüls, & Ralph Schneider ( 2015 ) Accuracy and Reproducibility of 14C Measurements at the Leibniz-Labor (Kiel): A First Response to Lull et al., ""When 14C Dates Fall Beyond the Limits of Uncertainty: An Assessment of Anomalies in We",NA,misma muestra que KIA-39258,Cortell2022
Spain,Murcia,4,Holocene,NA,Molinos de Papel,NA,Molinos de Papel,NA,3701,26,0.00702512834369089,intcal20,MAMS11828,NA,NA,NA,38.09593,-1.85937,NA,NA,Hueso,Hueso,Corta,NA,NA,NA,NA,NA,Cortell2022
Spain,Murcia,4,Holocene,NA,La Bastida,NA,La Bastida,NA,3674,26,0.00707675557974959,intcal20,MAMS14691,NA,NA,NA,37.75977,-1.55688,NA,NA,Hueso,Hueso,Corta,Si,NA,NA,NA,NA,Cortell2022
Spain,Murcia,4,Holocene,NA,La Bastida,NA,La Bastida,NA,3734,26,0.00696304231387252,intcal20,MAMS17412,NA,NA,NA,37.75977,-1.55688,NA,NA,Hueso,Hueso,Corta,Si,NA,NA,NA,NA,Cortell2022
Spain,Teruel,4,Holocene,NA,Alonso Norte,NA,Alonso Norte,NA,6069,27,0.00444883835887296,intcal20,DAMS018640,NA,Singular,NA,41.01183,-0.15789,NA,NA,Hueso,NA,Corta,Si,NA,NA,NA,NA,Cortell2022
Spain,Almería,4,Holocene,NA,Necrópolis de los Millares,Tumba 74,Necrópolis de los Millares Tumba 74,NA,3963,27,0.00681302043906132,intcal20,ETH89499,-19.5,Singular,NA,36.96318,-2.51404,NA,NA,Hueso,Humano,Corta,NA,Aranda et al. 2000,"Aranda, G., Diaz-Zorita, M., Hamilton, D., Milesi, L., Sánchez Romero, M. 2020. The radiocarbon chronology and temporality of the megalithc cementery of Los Millares (Almería, Spain).",NA,NA,Cortell2022
Spain,Almería,4,Holocene,NA,Fuente Álamo,"Corte 40 (ladera sur, tumba 112)","Fuente Álamo Corte 40 (ladera sur, tumba 112)",NA,3165,27,0.00853080568720379,intcal20,KIA18998,NA,NA,NA,37.24944,-1.85933,NA,NA,Carbon,n.d,Larga,NA,Pingel 2004,"Pingel, Volker (2004) Radiocarbon Data für die Gräber 111 und 112 sowie zu Siedlungsbefunden am Südanhang von Fuente Álamo. Madrider Mitteilungen [0418-9744] 45:80-87",NA,NA,Cortell2022
Spain,Murcia,4,Holocene,NA,La Bastida,NA,La Bastida,NA,3298,27,0.00818677986658581,intcal20,KIA50633,NA,Singular,NA,37.75977,-1.55688,NA,NA,Hueso,Humano,Corta,NA,Meadows et al. 2015,"Meadows, John, Matthias Hüls, & Ralph Schneider ( 2015 ) Accuracy and Reproducibility of 14C Measurements at the Leibniz-Labor (Kiel): A First Response to Lull et al., ""When 14C Dates Fall Beyond the Limits of Uncertainty: An Assessment of Anomalies in We",NA,misma muestra que KIA-39251,Cortell2022
Spain,València,4,Holocene,NA,Cova de la Sarsa,NA,Cova de la Sarsa,NA,4241,27,0.00636642301344023,intcal20,MAMS19065,NA,Singular,NA,38.7358,-0.5565,NA,NA,Hueso,Humano,Corta,NA,NA,NA,NA,NA,Cortell2022
Spain,Murcia,4,Holocene,NA,La Almoloya,tumba 71,La Almoloya tumba 71,NA,3514,27,0.0076835515082527,intcal20,MAMS26615,NA,Singular,NA,37.95712,-1.50811,NA,NA,Hueso,Humano,Corta,NA,Lull et al. 2017,"Lull, Vicente, Rafael Micó, Cristina Rihuete Herrada, Roberto Risch, & Nicolau Escanilla Artigas ( 2017a) The Absolute Chronology of Argaric Halberds. En Actas del Congreso de Cronometrías Para la Historia de la Península Ibérica (IberCrono 2017). Juan Anton Barceló, Igor Bogdanovic & Berta Morell Rovira, eds. Pp. 143-162",NA,NA,Cortell2022
Spain,Murcia,4,Holocene,NA,La Almoloya,tumba 60,La Almoloya tumba 60,NA,3544,27,0.00761851015801354,intcal20,MAMS26640,NA,Singular,NA,37.95712,-1.50811,NA,NA,Hueso,Humano,Corta,NA,Lull et al. 2017,"Lull, Vicente, Rafael Micó, Cristina Rihuete Herrada, Roberto Risch, Mark Van Strydonck, & Mathieu Boudin ( 2017b) Multiple Precision Dating of a Single Skeleton: Assessing Issues of Precision and Accuracy in the Argaric Bronze Age. En Actas del Congreso de Cronometrías Para la Historia de la Península Ibérica (IberCrono 2017). Juan Anton Barceló, Igor Bogdanovic & Berta Morell Rovira, eds. Pp. 163-171",NA,NA,Cortell2022
Spain,Sevilla,4,Holocene,NA,Valencina de la Concepción,"feature 402/403,","Valencina de la Concepción feature 402/403,",NA,4072,27,0.00663064833005894,intcal20,OxA28285,-21.3,Agregado,NA,37.42183,-6.07568,NA,NA,Hueso,Marfil,Corta,NA,García Sanjuán et al. 2018,"García Sanjuán, Leonardo, Juan Manuel Vargas Jiménez, Luis Miguel Cáceres Puro, Manuel Eleazar Costa Caramé, Marta Díaz-Guardamino Uribe, Marta Díaz-Zorita Bonilla, Álvaro Fernández Flores, Víctor Hurtado Pérez, Pedro Manuel López Aldana, Elena Méndez Izq",NA,C/N:3.3,Cortell2022
Spain,Sevilla,4,Holocene,NA,Estructura 10042-10049 PP4-Montelirio,NA,Estructura 10042-10049 PP4-Montelirio,NA,4192,27,0.00644083969465649,intcal20,SUERC60401,NA,NA,NA,37.41321,-6.06299,NA,NA,Hueso,Hueso,Corta,NA,NA,NA,NA,NA,Cortell2022
Spain,Sevilla,4,Holocene,NA,Valencina de la Concepción,NA,Valencina de la Concepción,NA,4225,28,0.00662721893491124,intcal20,CNA1263,NA,NA,NA,37.42183,-6.07568,NA,NA,Hueso,Hueso,Corta,NA,NA,NA,NA,NA,Cortell2022
Spain,Almería,4,Holocene,NA,Fuente Álamo,Corte 39/40 (ladera sur bajo tumba 111),Fuente Álamo Corte 39/40 (ladera sur bajo tumba 111),NA,3555,28,0.00787623066104079,intcal20,KIA18999,NA,NA,NA,37.24944,-1.85933,NA,NA,Carbon,n.d,Larga,Si,Pingel 2004,"Pingel, Volker (2004) Radiocarbon Data für die Gräber 111 und 112 sowie zu Siedlungsbefunden am Südanhang von Fuente Álamo. Madrider Mitteilungen [0418-9744] 45:80-87",NA,NA,Cortell2022
Spain,Sevilla,4,Holocene,NA,Parque de Miraflores,NA,Parque de Miraflores,NA,4109,28,0.00681431005110733,intcal20,KIA24926,NA,NA,NA,37.41498,-5.95874,NA,NA,Carbon,Carbón,Larga,NA,NA,NA,NA,NA,Cortell2022
Spain,Sevilla,4,Holocene,NA,Parque de Miraflores,NA,Parque de Miraflores,NA,4190,28,0.00668257756563246,intcal20,KIA24927,NA,NA,NA,37.41498,-5.95874,NA,NA,Carbon,Carbón,Larga,NA,NA,NA,NA,NA,Cortell2022
Spain,Murcia,4,Holocene,NA,La Bastida,NA,La Bastida,NA,3523,28,0.00794777178541016,intcal20,KIA39255,NA,Singular,NA,37.75977,-1.55688,NA,NA,Hueso,Humano,Corta,NA,Meadows et al. 2015,"Meadows, John, Matthias Hüls, & Ralph Schneider ( 2015 ) Accuracy and Reproducibility of 14C Measurements at the Leibniz-Labor (Kiel): A First Response to Lull et al., ""When 14C Dates Fall Beyond the Limits of Uncertainty: An Assessment of Anomalies in Western Mediterranean Bronze Age 14C Series."" Radiocarbon [0033-8222] 57(5):1041-1047",NA,misma muestra que KIA-50634,Cortell2022
Spain,Alacant,4,Holocene,NA,Les Llometes,NA,Les Llometes,NA,4880,28,0.00573770491803279,intcal20,MAMS16339,NA,Singular,NA,38.7078,-0.4832,NA,NA,Hueso,Humano,Corta,NA,NA,NA,NA,NA,Cortell2022
Spain,Alacant,4,Holocene,NA,Les Llometes,NA,Les Llometes,NA,4770,28,0.00587002096436059,intcal20,MAMS16341,NA,Singular,NA,38.7078,-0.4832,NA,NA,Hueso,Humano,Corta,NA,NA,NA,NA,NA,Cortell2022
Spain,Alacant,4,Holocene,NA,Les Llometes,NA,Les Llometes,NA,4980,28,0.00562248995983936,intcal20,MAMS16342,NA,Singular,NA,38.7078,-0.4832,NA,NA,Hueso,Humano,Corta,NA,NA,NA,NA,NA,Cortell2022
Spain,Murcia,4,Holocene,NA,La Almoloya,NA,La Almoloya,NA,3718,28,0.00753093060785368,intcal20,MAMS22786,NA,NA,NA,37.95712,-1.50811,NA,NA,Hueso,Hueso,Corta,NA,NA,NA,NA,NA,Cortell2022
Spain,Alacant,4,Holocene,NA,Les Llometes,NA,Les Llometes,NA,4652,28,0.0060189165950129,intcal20,OxA236016,NA,Singular,NA,38.7078,-0.4832,NA,NA,Hueso,Humano,Corta,NA,NA,NA,NA,NA,Cortell2022
Spain,Sevilla,4,Holocene,NA,Valencina de la Concepción,"estructura 5, nivel 60, individuo 3","Valencina de la Concepción estructura 5, nivel 60, individuo 3",NA,4269,28,0.0065589130944015,intcal20,OxA28239,-18.9,Singular,NA,37.42183,-6.07568,NA,NA,Hueso,Humano,Corta,NA,García Sanjuán et al. 2018,"García Sanjuán, Leonardo, Juan Manuel Vargas Jiménez, Luis Miguel Cáceres Puro, Manuel Eleazar Costa Caramé, Marta Díaz-Guardamino Uribe, Marta Díaz-Zorita Bonilla, Álvaro Fernández Flores, Víctor Hurtado Pérez, Pedro Manuel López Aldana, Elena Méndez Izquierdo, Ana Pajuelo Pando, Joaquín Rodríguez Vidal, David W. Wheatley, Christopher Bronk Ramsey, Antonio Delgado-Huertas, Elaine Dunbar, Adrián Mora González, Alex Bayliss, Nancy Beavan, Derek Hamilton, and Alasdair Whittle ( 2018) Assembling the Dead, Gathering the Living: Radiocarbon Dating and Bayesian Modelling for Copper Age Valencina de la Concepción (Seville, Spain). Journal of World Prehistory [0892-7537] 31:179-313",NA,C/N:3.2,Cortell2022
Spain,Sevilla,4,Holocene,NA,Valencina de la Concepción,"Small rock, lower, individual CR-6","Valencina de la Concepción Small rock, lower, individual CR-6",NA,4177,28,0.00670337562844146,intcal20,OxA28287,-20.3,Singular,NA,37.42183,-6.07568,NA,NA,Hueso,Humano,Corta,NA,García Sanjuán et al. 2018,"García Sanjuán, Leonardo, Juan Manuel Vargas Jiménez, Luis Miguel Cáceres Puro, Manuel Eleazar Costa Caramé, Marta Díaz-Guardamino Uribe, Marta Díaz-Zorita Bonilla, Álvaro Fernández Flores, Víctor Hurtado Pérez, Pedro Manuel López Aldana, Elena Méndez Izquierdo, Ana Pajuelo Pando, Joaquín Rodríguez Vidal, David W. Wheatley, Christopher Bronk Ramsey, Antonio Delgado-Huertas, Elaine Dunbar, Adrián Mora González, Alex Bayliss, Nancy Beavan, Derek Hamilton, and Alasdair Whittle ( 2018) Assembling the Dead, Gathering the Living: Radiocarbon Dating and Bayesian Modelling for Copper Age Valencina de la Concepción (Seville, Spain). Journal of World Prehistory [0892-7537] 31:179-313",NA,C/N:3.3,Cortell2022
Spain,Sevilla,4,Holocene,NA,La Huera,NA,La Huera,NA,4492,28,0.006233303650935,intcal20,OxA30332,NA,NA,NA,37.42183,-6.07568,NA,NA,Hueso,Hueso,Corta,NA,NA,NA,NA,NA,Cortell2022
Spain,Sevilla,4,Holocene,NA,Valencina de la Concepción,"estructura 30, UE 135, individuo 6E","Valencina de la Concepción estructura 30, UE 135, individuo 6E",NA,4019,28,0.00696690719084349,intcal20,OxA30340,-19.1,Singular,NA,37.42183,-6.07568,NA,NA,Hueso,Humano,Corta,NA,García Sanjuán et al. 2018,"García Sanjuán, Leonardo, Juan Manuel Vargas Jiménez, Luis Miguel Cáceres Puro, Manuel Eleazar Costa Caramé, Marta Díaz-Guardamino Uribe, Marta Díaz-Zorita Bonilla, Álvaro Fernández Flores, Víctor Hurtado Pérez, Pedro Manuel López Aldana, Elena Méndez Izq",NA,C/N:3.2,Cortell2022
Spain,Sevilla,4,Holocene,NA,Valencina de la Concepción,NA,Valencina de la Concepción,NA,3889,28,0.00719979429159167,intcal20,OxA30400,NA,NA,NA,37.42183,-6.07568,NA,NA,Hueso,Hueso,Corta,NA,NA,NA,NA,NA,Cortell2022
Spain,Sevilla,4,Holocene,NA,Estructura 10042-10049 PP4-Montelirio,NA,Estructura 10042-10049 PP4-Montelirio,NA,4222,28,0.00663192799621033,intcal20,OxA32299,NA,NA,NA,37.41321,-6.06299,NA,NA,Hueso,Hueso,Corta,NA,NA,NA,NA,NA,Cortell2022
Spain,Córdoba,4,Holocene,NA,Sima del Ángel,NA,Sima del Ángel,NA,4040,28,0.00693069306930693,intcal20,OxA35790,NA,NA,NA,37.36962,-4.47891,NA,NA,Hueso,Humano,Corta,Funerario,Olalde et al. 2019,"Olalde, I., Mallick, S., Patterson, N., Rohland, N., Villalba-Mouco, V., Silva, M., ? Reich, D. (2019). The genomic history of the Iberian Peninsula over the past 8000 years. Science, 363(6432), 1230-1234. https://doi.org/10.1126/science.aav4040",NA,NA,Cortell2022
Spain,València,4,Holocene,NA,La Vital,Fase VII,La Vital Fase VII,NA,3946,28,0.00709579320831222,intcal20,OxAV236015,NA,NA,NA,38.96835,-0.17234,NA,NA,Hueso,Humano,Corta,NA,NA,NA,NA,NA,Cortell2022
Spain,Alacant,4,Holocene,NA,Cova de l'Or,Capa 1,Cova de l'Or Capa 1,NA,4381,28,0.00639123487788176,intcal20,OxAV236021,NA,Singular,NA,38.84462,-0.36296,NA,NA,Hueso,Humano,Corta,NA,NA,NA,NA,NA,Cortell2022
Spain,València,4,Holocene,NA,Cova de la Sarsa,-,Cova de la Sarsa -,NA,4062,28,0.0068931560807484,intcal20,OxAV236023,NA,Singular,NA,38.7358,-0.5565,NA,NA,Hueso,Humano,Corta,NA,NA,NA,NA,NA,Cortell2022
Spain,Sevilla,4,Holocene,NA,Valencina de la Concepción,"structure 1, grid C7","Valencina de la Concepción structure 1, grid C7",NA,4129,29,0.00702349237103415,intcal20,CNA1272,-19.27,Singular,NA,37.42183,-6.07568,NA,NA,Hueso,Humano,Corta,NA,García Sanjuán et al. 2018,"García Sanjuán, Leonardo, Juan Manuel Vargas Jiménez, Luis Miguel Cáceres Puro, Manuel Eleazar Costa Caramé, Marta Díaz-Guardamino Uribe, Marta Díaz-Zorita Bonilla, Álvaro Fernández Flores, Víctor Hurtado Pérez, Pedro Manuel López Aldana, Elena Méndez Izq",NA,C/N:3.4,Cortell2022
Spain,Murcia,4,Holocene,NA,La Bastida,NA,La Bastida,NA,3647,29,0.00795174115711544,intcal20,KIA40017(2009),NA,Singular,NA,37.75977,-1.55688,NA,NA,Hueso,n.d,Corta,NA,Meadows et al. 2015,"Meadows, John, Matthias Hüls, & Ralph Schneider ( 2015 ) Accuracy and Reproducibility of 14C Measurements at the Leibniz-Labor (Kiel): A First Response to Lull et al., ""When 14C Dates Fall Beyond the Limits of Uncertainty: An Assessment of Anomalies in Western Mediterranean Bronze Age 14C Series."" Radiocarbon [0033-8222] 57(5):1041-1047",NA,KIA-40017(2014) y KIA-50638,Cortell2022
Spain,Murcia,4,Holocene,NA,La Bastida,NA,La Bastida,NA,3827,29,0.00757773713091194,intcal20,KIA40017(2013),NA,NA,NA,37.75977,-1.55688,NA,NA,Hueso,n.d,Corta,NA,Meadows et al. 2015,"Meadows, John, Matthias Hüls, & Ralph Schneider ( 2015 ) Accuracy and Reproducibility of 14C Measurements at the Leibniz-Labor (Kiel): A First Response to Lull et al., ""When 14C Dates Fall Beyond the Limits of Uncertainty: An Assessment of Anomalies in Western Mediterranean Bronze Age 14C Series."" Radiocarbon [0033-8222] 57(5):1041-1047",NA,misma muestra que LIA-40017(2009) y KIA-50638,Cortell2022
Spain,Murcia,4,Holocene,NA,La Bastida,NA,La Bastida,NA,3568,29,0.00812780269058296,intcal20,KIA45101,NA,NA,NA,37.75977,-1.55688,NA,NA,Hueso,Hueso,Corta,Si,NA,NA,NA,NA,Cortell2022
Spain,Murcia,4,Holocene,NA,Molinos de Papel,NA,Molinos de Papel,NA,3711,29,0.00781460522770143,intcal20,MAMS11827,NA,NA,NA,38.09593,-1.85937,NA,NA,Hueso,Hueso,Corta,NA,NA,NA,NA,NA,Cortell2022
Spain,Sevilla,4,Holocene,NA,La Huera,NA,La Huera,NA,4493,29,0.00645448475406187,intcal20,OxA28236,NA,NA,NA,37.42183,-6.07568,NA,NA,Hueso,Hueso,Corta,NA,NA,NA,NA,NA,Cortell2022
Spain,Sevilla,4,Holocene,NA,Valencina de la Concepción,"estructura 5, nivel 31","Valencina de la Concepción estructura 5, nivel 31",NA,4486,29,0.00646455639768168,intcal20,OxA28241,-18.9,Singular,NA,37.42183,-6.07568,NA,NA,Hueso,Humano,Corta,NA,García Sanjuán et al. 2018,"García Sanjuán, Leonardo, Juan Manuel Vargas Jiménez, Luis Miguel Cáceres Puro, Manuel Eleazar Costa Caramé, Marta Díaz-Guardamino Uribe, Marta Díaz-Zorita Bonilla, Álvaro Fernández Flores, Víctor Hurtado Pérez, Pedro Manuel López Aldana, Elena Méndez Izquierdo, Ana Pajuelo Pando, Joaquín Rodríguez Vidal, David W. Wheatley, Christopher Bronk Ramsey, Antonio Delgado-Huertas, Elaine Dunbar, Adrián Mora González, Alex Bayliss, Nancy Beavan, Derek Hamilton, and Alasdair Whittle ( 2018) Assembling the Dead, Gathering the Living: Radiocarbon Dating and Bayesian Modelling for Copper Age Valencina de la Concepción (Seville, Spain). Journal of World Prehistory [0892-7537] 31:179-313",NA,C/N: 3.2,Cortell2022
Spain,Sevilla,4,Holocene,NA,Valencina de la Concepción,NA,Valencina de la Concepción,NA,3904,29,0.00742827868852459,intcal20,OxA28242,NA,NA,NA,37.42183,-6.07568,NA,NA,Hueso,Hueso,Corta,NA,NA,NA,NA,NA,Cortell2022
Spain,Sevilla,4,Holocene,NA,Valencina de la Concepción,NA,Valencina de la Concepción,NA,3967,29,0.00731031005797832,intcal20,OxA28244,NA,NA,NA,37.42183,-6.07568,NA,NA,Hueso,Hueso,Corta,NA,NA,NA,NA,NA,Cortell2022
Spain,Sevilla,4,Holocene,NA,Tholos Montelirio,NA,Tholos Montelirio,NA,4279,29,0.00677728441224585,intcal20,OxA28245,NA,NA,NA,37.41324,-6.06186,NA,NA,Hueso,Hueso,Corta,NA,NA,NA,NA,NA,Cortell2022
Spain,Sevilla,4,Holocene,NA,La Huera,NA,La Huera,NA,4364,29,0.00664527956003666,intcal20,OxA28323,NA,NA,NA,37.42183,-6.07568,NA,NA,Hueso,Hueso,Corta,NA,NA,NA,NA,NA,Cortell2022
Spain,Sevilla,4,Holocene,NA,Valencina de la Concepción,NA,Valencina de la Concepción,NA,4445,29,0.00652418447694038,intcal20,OxA30220,NA,NA,NA,37.42183,-6.07568,NA,NA,Hueso,Hueso,Corta,NA,NA,NA,NA,NA,Cortell2022
Spain,Sevilla,4,Holocene,NA,La Huera,NA,La Huera,NA,4429,29,0.00654775344321517,intcal20,OxA30333,NA,NA,NA,37.42183,-6.07568,NA,NA,Hueso,Hueso,Corta,NA,NA,NA,NA,NA,Cortell2022
Spain,Sevilla,4,Holocene,NA,La Huera,NA,La Huera,NA,4429,29,0.00654775344321517,intcal20,OxA30334,NA,NA,NA,37.42183,-6.07568,NA,NA,Hueso,Hueso,Corta,NA,NA,NA,NA,NA,Cortell2022
Spain,Sevilla,4,Holocene,NA,Valencina de la Concepción,"estructura 28, nivel 13, individuo1","Valencina de la Concepción estructura 28, nivel 13, individuo1",NA,4429,29,0.00654775344321517,intcal20,OxA30336,-19.2,Singular,NA,37.42183,-6.07568,NA,NA,Hueso,Humano,Corta,NA,García Sanjuán et al. 2018,"García Sanjuán, Leonardo, Juan Manuel Vargas Jiménez, Luis Miguel Cáceres Puro, Manuel Eleazar Costa Caramé, Marta Díaz-Guardamino Uribe, Marta Díaz-Zorita Bonilla, Álvaro Fernández Flores, Víctor Hurtado Pérez, Pedro Manuel López Aldana, Elena Méndez Izquierdo, Ana Pajuelo Pando, Joaquín Rodríguez Vidal, David W. Wheatley, Christopher Bronk Ramsey, Antonio Delgado-Huertas, Elaine Dunbar, Adrián Mora González, Alex Bayliss, Nancy Beavan, Derek Hamilton, and Alasdair Whittle ( 2018) Assembling the Dead, Gathering the Living: Radiocarbon Dating and Bayesian Modelling for Copper Age Valencina de la Concepción (Seville, Spain). Journal of World Prehistory [0892-7537] 31:179-313",NA,C/N: 3.2,Cortell2022
Spain,Sevilla,4,Holocene,NA,Valencina de la Concepción,"estructura 5, nivel 31","Valencina de la Concepción estructura 5, nivel 31",NA,4440,29,0.00653153153153153,intcal20,OxA30337,-19.1,Singular,NA,37.42183,-6.07568,NA,NA,Hueso,Humano,Corta,NA,García Sanjuán et al. 2018,"García Sanjuán, Leonardo, Juan Manuel Vargas Jiménez, Luis Miguel Cáceres Puro, Manuel Eleazar Costa Caramé, Marta Díaz-Guardamino Uribe, Marta Díaz-Zorita Bonilla, Álvaro Fernández Flores, Víctor Hurtado Pérez, Pedro Manuel López Aldana, Elena Méndez Izquierdo, Ana Pajuelo Pando, Joaquín Rodríguez Vidal, David W. Wheatley, Christopher Bronk Ramsey, Antonio Delgado-Huertas, Elaine Dunbar, Adrián Mora González, Alex Bayliss, Nancy Beavan, Derek Hamilton, and Alasdair Whittle ( 2018) Assembling the Dead, Gathering the Living: Radiocarbon Dating and Bayesian Modelling for Copper Age Valencina de la Concepción (Seville, Spain). Journal of World Prehistory [0892-7537] 31:179-313",NA,C/N:3.1,Cortell2022
Spain,Sevilla,4,Holocene,NA,Valencina de la Concepción,"estructura 5, nivel 60","Valencina de la Concepción estructura 5, nivel 60",NA,4307,29,0.00673322498258649,intcal20,OxA30338,-18.5,Singular,NA,37.42183,-6.07568,NA,NA,Hueso,Humano,Corta,NA,García Sanjuán et al. 2018,"García Sanjuán, Leonardo, Juan Manuel Vargas Jiménez, Luis Miguel Cáceres Puro, Manuel Eleazar Costa Caramé, Marta Díaz-Guardamino Uribe, Marta Díaz-Zorita Bonilla, Álvaro Fernández Flores, Víctor Hurtado Pérez, Pedro Manuel López Aldana, Elena Méndez Izquierdo, Ana Pajuelo Pando, Joaquín Rodríguez Vidal, David W. Wheatley, Christopher Bronk Ramsey, Antonio Delgado-Huertas, Elaine Dunbar, Adrián Mora González, Alex Bayliss, Nancy Beavan, Derek Hamilton, and Alasdair Whittle ( 2018) Assembling the Dead, Gathering the Living: Radiocarbon Dating and Bayesian Modelling for Copper Age Valencina de la Concepción (Seville, Spain). Journal of World Prehistory [0892-7537] 31:179-313",NA,C/N: 3.1,Cortell2022
Spain,Sevilla,4,Holocene,NA,Valencina de la Concepción,"estructura 28, nivel 32, individuo 4","Valencina de la Concepción estructura 28, nivel 32, individuo 4",NA,4449,29,0.00651831872330861,intcal20,OxA30339,19,Singular,NA,37.42183,-6.07568,NA,NA,Hueso,Humano,Corta,NA,García Sanjuán et al. 2018,"García Sanjuán, Leonardo, Juan Manuel Vargas Jiménez, Luis Miguel Cáceres Puro, Manuel Eleazar Costa Caramé, Marta Díaz-Guardamino Uribe, Marta Díaz-Zorita Bonilla, Álvaro Fernández Flores, Víctor Hurtado Pérez, Pedro Manuel López Aldana, Elena Méndez Izquierdo, Ana Pajuelo Pando, Joaquín Rodríguez Vidal, David W. Wheatley, Christopher Bronk Ramsey, Antonio Delgado-Huertas, Elaine Dunbar, Adrián Mora González, Alex Bayliss, Nancy Beavan, Derek Hamilton, and Alasdair Whittle ( 2018) Assembling the Dead, Gathering the Living: Radiocarbon Dating and Bayesian Modelling for Copper Age Valencina de la Concepción (Seville, Spain). Journal of World Prehistory [0892-7537] 31:179-313",NA,C/N:3.2,Cortell2022
Spain,Sevilla,4,Holocene,NA,Valencina de la Concepción,NA,Valencina de la Concepción,NA,3939,29,0.00736227468900736,intcal20,OxA30341,NA,NA,NA,37.42183,-6.07568,NA,NA,Hueso,Hueso,Corta,NA,NA,NA,NA,NA,Cortell2022
Spain,Sevilla,4,Holocene,NA,Valencina de la Concepción,NA,Valencina de la Concepción,NA,3925,29,0.00738853503184713,intcal20,OxA30342,NA,NA,NA,37.42183,-6.07568,NA,NA,Hueso,Hueso,Corta,NA,NA,NA,NA,NA,Cortell2022
